#source_audio	start	end	text	speaker	src_json
data\raw_audio\gFVP-BxwbCU.wav	894.04	900.839	mộ này cũng à được xem là cái ngôi lă mộ của cái vị chúa tiên người à đặt nền	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	900.839	904.56	móng cho cái sự hình thành của Vương Triều Nguyễn tồn tại hơn 143 năm sau	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	904.56	911.12	này. Chúa Tiên Nguyễn Hoàng ông sinh năm 1525 và mức năm 1613. Quê của ông thì	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	911.12	917.72	góc ở Tổng Sơn, Thanh Hóa à tức là làng Gia Miêu Tổng Sơn, Thanh Hóa. Cha của	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	917.72	922.519	ngài Nguyễn Hoàng chính là Nguyễn Kim. Và sau cái vụ mà ngài Nguyễn Kim bị đầu	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	922.519	929.48	độc thì anh rể của à ngài Nguyễn Hoàng là ông Trịnh Kiệp đã nắm giữ các cái	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	929.48	933.6	quyền hành ở trong triều. Tức là lúc đó thì ngài Nguyễn Hoàng cũng làm quan dưới	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	933.6	937.68	triều vua Hậu Lê. Trị Kiếm cũng đã giết chết vị anh ruột của ngài Nguyễn Hoàng	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	937.68	941.56	chính là ông Nguyễn Uông. Và nhận ra được cái sự nguy hiểm đó thì ngài Nguyễn	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	941.56	946.399	Hoàng đã quyết định sai sử giả đến gặp trạng Trình Nguyễn Bĩnh Khiêm và nhận	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	946.399	949.8	được lời khuyên bằng việc cái câu mà trạng trình Nguyễn Bĩnh Khiêm ngâm một	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	949.8	954.36	cái câu rất là lớn đó là Hoành Sơn nhất đái vạn đại dung thân tức là một dãy núi	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	954.36	957.759	cao thì có thể dung thân muôn đời. hiểu được cái hàm ý đó của tràng trên Nguyễn	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	957.759	963.92	Bĩnh Khiêm. Ngài Nguyễn Hoàng đã nhờ chị ruột của mình là chị Nguyễn Thị	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	963.92	972.519	Ngọc Bảo đấy là vợ của ông Trần Nghiêm để xin à xin vô lê cho ngài vào tiếp	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	972.519	977.0	quản đất Thượng Hóa, một cái vùng đất rất là cặn cổi và xa xôi so với à cái	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	977.0	981.12	triều đình Hậu Lê lúc đó. nhận thấy không có cái sự nguy hiểm nào. Chính vì	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	981.12	985.36	vậy mà Trịnh Kiểm cũng đã đồng ý để xin cho ngài Nguyễn Hoàng vào Đức Thuận Hóa.	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	985.36	988.56	Năm 1558 sau khi vô Hậu Lê chấp thuận cho ngài	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	988.56	991.959	Nguyễn Hòa tiếp quạt Đức Thuận Hóa thì đã có một cuộc di dân rất là lớn trong	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	991.959	998.199	lịch sử. Thì ngài cùng các anh em Thanh Nghệ đã đưa một cái số lượng lớn người	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	998.199	1004.12	dân vào vùng đất Thuận Hóa để khai hoang lập pháp. Và đất thưởng hóa là cái đất	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	1004.12	1009.88	mà Quảng Bình với từ thên Huế ngày nay. Đến năm 1559 thì vua Lê lại tiếp tục cho	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	1009.88	1013.8	ngày tiếp quản thêm cái vùng đất Quảng Nam từ vùng đất Thủng Hóa và Quảng Nam	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	1013.8	1022.16	tức là thuận Quảng. Năm 1593 thì ngài à ra Bắc để mà giúp đỡ họ Trịnh tiêu diệt	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	1022.16	1027.4	cái loạn nhà mạc. Tuy nhiên thì lúc đó thì ông Trịnh Kiếm đã chết và con trai	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	1027.4	1030.72	của ông là Trịnh Tùng nhận thấy được cái sự nguy hiểm của ngài Nguyễn Hoàng.	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	1030.72	1035.079	Chính vì vậy mà đã tìm cách để cố giữ chân ngài ở lại. Đến năm 1600 thì ngài	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	1035.079	1039.76	giả là việc là đi dẹp loạn để mà dẫn quân đi vào lại đức thống hóa. Từ đó thì	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	1039.76	1044.799	sự phân chia bắc Nam đã ngày càng rõ rệt và hình thành nên đằng trong và đàng	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	1044.799	1048.72	ngoài. Con cháu của ngài thì cũng đã tiếp tục cái quá trình mà đấu tranh với	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	1048.72	1052.32	nhà họ Trịnh rồi sau đó là mở mang bữa khỏi xuống phía Nam. Ngoài mặt thì họ	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	1052.32	1056.0	Trịnh và họ Nguyễn là có vẻ họa hiếu nhưng mà bên trong thì vẫn luôn là phòng	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	1056.0	1060.08	bị và để tiêu diệt được nhau. Đến năm 1613 thì ngài Lâm Bệnh Nặng và sau đó đã	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	1060.08	1065.08	cho gọi người con thứ sáu của mình là ngài Nguyễn Phúc Nguyên trở về để mà kế	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	1065.08	1069.64	vị. Video sau thì Huế Review sẽ quay cái khu lăng mộ của ngài Nguyễn Phúc Nguyên.	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	1069.64	1073.799	À có thể nói ngài Nguyễn Hoàng là một con người hết sức là thông minh, rất là	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	1073.799	1079.0	gan dạ và cũng rất là nhiều cái bản lĩnh. À sau khi mà ngài đi vào vùng đất	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	1079.0	1083.32	khủng quảng thì ngài đã đưa ra những cái chính sách hết sức là hợp lý để mà phát	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	1083.32	1086.559	triển kinh tế chính trị cũng như là ngoại giao. Trong đó thì có vùng Hội An	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	1086.559	1091.64	đã ra sức phát triển và à ngoại giao cũng như ngoài giao tiếp với cái các cái	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	1091.64	1095.559	nước bản phía bên ngoài nhất là Nhật Bản. Ngài chính là cái người đặt nền	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	1095.559	1099.96	móng đầu tiên cho việc à hình thành nên cái vương triều Nghĩa sau này cũng như	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	1099.96	1103.96	là việc mở mang bờ cõi số phía Nam để tạo nên một cái đất nước hình chữ S như	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	1103.96	1108.28	ngày hôm nay. Có thể nói là công trạng của ngài rất là lớn. Ngày xưa thì lăng	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	1108.28	1111.88	của ngài được tán ở cái vùng ái tử Quảng Trị nhưng mà sau này thì cũng đã được	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	1111.88	1115.28	rời vào cái vùng đồi núi ở La Khê của xã Hương Thọ, thị xã Hương Tràng ngày nay.	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	1115.28	1118.6	Và Huế Review cũng mong muốn đáp ứng được cái mong mỏi của quý vị để cho quý	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	1118.6	1124.12	vị có thể biết được lăng của tất cả các chị tất cả chính chỗ nguyện. Nó nằm ở	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	1124.12	1127.799	cái khu vực chủ yếu là nó nằm ở khu vực phía tây thành Huế và cái khu vực L Khê	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	1127.799	1131.48	này thôi thưa quý vị. Có cái nơi thì làm nằm khu vực Định Mô nhưng mà nó nằm ở	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	1131.48	1136.52	khu vực xã Hương Thọ này mà thôi. Thì cũng không có lang mang liên miên nữa.	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	1136.52	1140.0	Thì đến đây thì nếu như quý vị thấy video này hay và ý nghĩa thì cũng mong	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	1140.0	1143.919	quý vị like và chia sẻ cũng như đăng ký kênh. Và nếu như mà quý vị có những cái	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	1143.919	1148.48	góp ý, những cái ý kiến nào cũng có thể comment phía dưới phần bình luận để cho	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	1148.48	1152.919	tất cả chúng ta cũng biết. Rất tiếc là hôm nay Huy Review không có thể mở cửa	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	1152.919	1157.159	để quay vào bên trong cho quý vị xem. Nhưng mà những cái hình ảnh Fly Cam cũng	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	1157.159	1161.559	phần nào để giúp quý vị hiểu được những cái có k những cái kết cấu những kiến	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	1161.559	1164.88	trúc phía bên trong nó như thế nào. Và Huế Review cũng kính chúc quý vị xem	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	1164.88	1170.0	video thật là vui vẻ. À hẹn gặp lại quý vị ở những video tiếp theo. Xin chào và	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\gFVP-BxwbCU.wav	1170.0	1173.559	hẹn gặp lại quý vị.	@HUE	data\processed_transcripts\gFVP-BxwbCU.json
data\raw_audio\I0A4mcwH8FI.wav	0.44	4.08	Vâng, mến chào quý vị đã quay lại với Huế Review. Quý vị và các bạn thân mến,	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	4.08	9.0	hiện tại bây giờ là 11:00 trưa và Huế Review đang có mặt ngay bên cạnh một cái	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	9.0	13.44	trung tâm bảo trợ xã hội ở xã Hưng Hồ, thị xã Hương Trà, tỉnh Thừ Tiên Huy.	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	13.44	16.92	Thưa quý vị, tuy nhiên thì hôm nay Huế Review không phải quay cái trung tâm bảo	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	16.92	21.199	trợ này cho quý vị xem mà ở đây quý vị thấy có một cái đường đi lên và cái	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	21.199	27.039	đường đi lên này sẽ dẫn quý vị đến một cái ngọn đồi gọi là đồi mâm sôi. Đây nếu	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	27.039	34.079	như chúng ta đi theo cái hướng này từ cái đường Văn Thánh chúng ta đi lên thì	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	34.079	40.0	sau đó quẹp một cái ngã ba thì quý vị quẹo tay phải đấy thì quý vị sẽ đi ra	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	40.0	44.36	cái ngã đường tránh Hương Trà. Sau đó là quý vị đi thẳng lên à Huyền Không Sơ	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	44.36	50.559	Hường thôi quý vị. Thì quý vị tới đây sẽ gặp một cái trung tâm bảo trợ xã hội này	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	50.559	54.92	thì quý vị đi lên một cái đoàn dốc sẽ tới cái đồi mâm sôi. Và ở cái đôi mâm	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	54.92	59.12	sôi là nơi tọa lạc của một cái ngôi lă mổ của một cái vị công chúa có một cái	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	59.12	65.0	số phận rất đặc biệt trong lịch sử Việt Nam. Và vị công chúa đó là ai? Thì mời	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	65.0	67.96	quý vị chúng ta cùng theo Trân Huy Review để khám phá cái ngôi lăng mộ đó	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	67.96	72.2	nha quý vị. ắc hẳng thì cũng có một số quý vị đã biết ngôi lng mộ đó là của ai	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	72.2	76.64	rồi nhưng mà Huế Review đảm bảo là cũng có sẽ có rất nhiều người không biết đến	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	76.64	80.159	cái ngôi lăng mộ ấy. Và bây giờ mời quý vị theo Trần Huế Review chúng ta cùng	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	80.159	83.4	khám phá cái ngôi lăng mộ của vị công chúa có số phận hết sức đặc biệt này.	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	83.4	88.36	Xin mời quý vị. Vâng kính thưa quý vị à quý vị có thể thấy đây chính là cái	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	88.36	93.759	trung tâm bảo trợ xã hội của phường Hương Hồ thị xã Hương Trà.	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	93.759	98.92	Đấy và đây chính là cái con đường dốc đi lên một cái ngọn đồi được gọi là đồi mâm	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	98.92	104.92	sôi. Khi mà quý vị hỏi cái đồi mâm sôi thì thật sự mà nói thì cũng rất ít bà	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	104.92	110.84	con ở đây biết được cái ngọn đùi này. Đấy bởi vì bà con chỉ biết đây là thuộc	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	110.84	117.96	là trầm của hương hồ đường trà mà thôi. Đấy gọi là thôn Đông Trầm thôi quý vị.	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	117.96	124.36	Và quý vị thấy thì đi lên ngọn đồi này thì núi đá cũng rất là treo leo và ở đây	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	124.36	130.56	thì cũng là nơi an vị của một cái ngôi mộ của một cái vị công chúa có số phận	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	130.56	139.08	hết sức đặc biệt trong lịch sử Việt Nam. Đó là vị công chúa Ngọc Bình	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	139.08	142.879	tên đầy đủ là Lê Thị Ngọc Bình thôi quý vị.	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	142.879	147.08	Và người công chúa này cũng thường hay bị nhầm lửng bởi một cái vị công chúa	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	147.08	151.36	cũng rất là nổi tiếng đó là công chúa Ngọc Hưng là vợ của vua Quang Trung.	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	151.36	157.44	Đấy. Vậy thì thực hư là như thế nào? Bây giờ quý vị cùng Huế Review chúng ta khám	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	157.44	161.28	phá cái ngôi lăng mũ của công chúa Ngọc Bình. Sau đó thì Huy Review cũng sẽ chia	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	161.28	165.64	sẻ một cái câu chuyện mà nói về cái số phận hết sức hẩm hươu và đặc biệt của	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	165.64	172.879	cái vị công chúa à con vua mà lại lấy hai chồng làm vua. Và cái câu ca dao	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	172.879	179.08	cũng rất là thân quen, rất là thân thuộc với ba con của đô Huế. Số sao và số lạ	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	179.08	185.959	lùng, con vua lại lấy hai chồng làm vua. Vậy thì thực hư của cái vấn đề mà lấy	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	185.959	189.68	hai chồng làm vua đó là như thế nào và con vua là như thế nào? Thì bây giờ	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	189.68	194.48	chúng ta đã đến cái địa điểm khu lăng mộ đó rồi thưa quý vị. Và bây giờ mời quý	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	194.48	200.0	vị chúng ta cùng Huy review vào khám phá ngôi lă mộ đó. Xin mời quý vị.	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	200.0	205.159	Vâng thưa quý vị, đáng lẽ ra là Huy Review đi từ lúc rất là sớm nhưng mà do	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	205.159	210.28	quá trình dò hỏi đường thì bà con ở đây ít người biết được cái đồi mâm sôi này.	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	210.28	214.92	Chính vì vậy mà lần mò tới bây giờ 11:00 trưa thì Huế Review mới tìm ra được cái	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	214.92	218.92	địa điểm của cái ngôi lăng mộ của công chúa Ngọc Bình. Thật ra thì lúc trước	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	218.92	226.599	công chúa Ngọc Bình được an tán tại Trúc Lâm của Hương Trà. Nhưng mà sau đó	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	226.599	232.439	do cái quá trình mở đường thì ngôi lăng mộ được di dời tới cái khu vực đông trầm	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	232.439	240.239	này. Và như quý vị thấy thì ở đây cũng có rất nhiều ngôi lăng mộ của người dân	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	240.239	247.84	được làm rất là chỉnh chu. Và quanh đây cũng có một cái ngọn đồi đá. Đây núi đá	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	247.84	252.76	rất là cao đây quý vị. Tuy nhiên thì quý vị thấy hiện tại thì các cái lớp đá nó	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	252.76	258.079	cũng bị bóc ra rồi và bị bào mòn dần. Ở khu vực này thì cũng đang được trưng	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	258.079	263.72	dụng để làm mồ chôn này. Và quý vị thấy có rất nhiều cái nắm mồ không này. Rồi	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	263.72	270.639	trên kia là cũng có rất là nhiều mồ mã đấy của bà con xung quanh.	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	270.639	275.039	Đấy thì quý vị nhìn xuống phía dưới thì quý vị cũng thấy cái trung tâm bảo trợ	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	275.039	280.84	mà lúc nãy Huế Review đã quay cho quý vị xem. Ở đây là cái khu vực phía sau đó.	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	280.84	286.16	Cái khu vực phía sau của Trung tâm Bảo Trợ Xã hội. Đó thì nếu như qua cái video	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	286.16	290.759	này thì quý vị chắc chắn là sẽ biết được rất là dễ cái con đường dẫn đến cái ngôi	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	290.759	294.199	lăng mộ của công chúa Ngọc Bình. Đây chính là cái ngôi lăng mộ của công chúa	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	294.199	300.72	Ngọc Bình đây quý vị. Đó một cái ngôi lăng mộ hết sức là đơn sơ giản dị. Nó	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	300.72	305.0	không phải là một cái ngôi lăng mổ mà hoành tráng như các cái bà Hoàng của	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	305.0	313.08	Triều Ngyễn. Bởi vì công chúa Ngọc Bình cũng liên quan tới lịch sử của vua chúa	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	313.08	318.12	triều Nguyễn và có thể nói là một cái vị công chúa có số phận hết sức đặc biệt	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	318.12	323.039	khi mà trải qua rất nhiều đời chồng và trong đó là các cả hai người chồng đều	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	323.039	329.8	làm vua. Và bây giờ chúng ta sẽ xuống để	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	329.8	333.52	thấp cho bà một cái nén nhang trước khi mà Huế review chia sẻ tiếp câu chuyện về	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	333.52	340.039	cái vị công chúa đặc biệt này. Quý vị thấy thì ở đây là khu vực đồi	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	340.039	345.199	trọc rất là ít cây cối và mộ của bà là nằm	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	345.199	351.24	nói chung là nằm đơn sơ, nằm hoang vắng giữa một cái không gian đầy nắng giỏ như	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	351.24	356.72	thế này quý vị. Và rõ ràng thì đây cũng là một cái điều	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	356.72	361.44	hết sức là bất công đối với một cái bà phi của	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	361.44	366.759	vua Gia Long. À đây Huy Review cũng bậc Mỹ luôn. Đây là bà Phi của vua Gia Long	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	366.759	371.24	luôn quý vị. Bây giờ Huế Review mời quý vị cùng Huế Review thắp cho bà một cái	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	371.24	378.08	nén nhang tượng niệm trước khi mà chúng ta chia sẻ tiếp câu chuyện. Thưa quý vị,	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
data\raw_audio\I0A4mcwH8FI.wav	420.599	425.879	Vâng thưa quý vị thì vừa rồi Huế Review cũng đã thấp nén nhang để tưởng nhớ lại	@HUE	data\processed_transcripts\I0A4mcwH8FI.json
